transaction_id,client_id,date_transaction,annee,mois,trimestre,jour_semaine,categorie,produit,type_operation,statut,agence,montant,devise,taux_change_eur,montant_eur,montant_eur_verifie,score_credit_client,categorie_risque,segment_client,solde_avant,is_anomaly
TXN000082,CLI0026,2022-10-09 01:18:00,2022,10,4,Sunday,Virement international,Credit Immobilier,Debit,Complete,Lille-Grand-Place,-7355.69,USD,1.08,-6810.82,-6810.82,699.0,Medium,Standard,23508.6,True
TXN001675,CLI0011,2024-12-23 06:07:00,2024,12,4,Monday,Depot especes,Credit Consommation,Debit,Complete,Bordeaux-Meriadeck,-2835.13,EUR,1.0,-2835.13,-2835.13,672.0,Medium,Standard,37119.52,False
TXN001368,CLI0021,2023-09-30 17:48:00,2023,9,3,Saturday,Retrait DAB,Assurance Vie,Credit,En attente,Marseille-Vieux-Port,279.83,EUR,1.0,279.83,279.83,697.0,Medium,Standard,32929.2,False
TXN001363,CLI0002,2022-06-24 04:53:00,2022,6,2,Friday,Virement international,Livret A,Debit,Complete,Lyon-Part-Dieu,-948.62,GBP,0.86,-1103.05,-1103.05,606.0,Medium,Standard,23724.15,False
TXN000753,CLI0017,2024-02-21 20:41:00,2024,2,1,Wednesday,Virement international,Compte Epargne,Credit,Complete,Bordeaux-Meriadeck,6323.64,EUR,1.0,6323.64,6323.64,649.0,Medium,Standard,11255.19,True
TXN001937,CLI0079,2023-01-16 14:18:00,2023,1,1,Monday,Retrait DAB,PEA,Credit,Complete,Paris-Centre,414.24,EUR,1.0,414.24,414.24,689.0,Medium,Standard,33618.78,False
TXN001330,CLI0014,2023-06-12 03:52:00,2023,6,2,Monday,Paiement CB,Credit Consommation,Debit,En attente,Marseille-Vieux-Port,-91.03,GBP,0.86,-105.85,-105.85,673.0,Medium,Standard,12512.03,False
TXN000397,CLI0135,2023-01-02 17:47:00,2023,1,1,Monday,Retrait DAB,PEA,Credit,Complete,Nantes-Commerce,287.91,EUR,1.0,287.91,287.91,593.0,Medium,Standard,35157.27,False
TXN001367,CLI0036,2022-07-14 08:49:00,2022,7,3,Thursday,Prelevement,Credit Immobilier,Credit,Complete,Marseille-Vieux-Port,1034.67,EUR,1.0,1034.67,1034.67,572.0,High,Standard,29153.19,False
TXN000521,CLI0135,2024-12-25 21:52:00,2024,12,4,Wednesday,Prelevement,PEA,Debit,Complete,Nantes-Commerce,-1621.92,EUR,1.0,-1621.92,-1621.92,593.0,Medium,Standard,47273.73,False
TXN000019,CLI0103,2023-10-07 08:20:00,2023,10,4,Saturday,Virement,Compte Courant,Credit,Complete,Paris-Centre,391.97,EUR,1.0,391.97,391.97,683.0,Medium,Standard,27175.42,False
TXN001053,CLI0127,2023-12-09 14:44:00,2023,12,4,Saturday,Remboursement credit,Credit Auto,Credit,Complete,Nice-Massena,1870.86,CHF,0.97,1928.72,1928.72,691.0,Medium,Standard,16396.77,False
TXN000272,CLI0118,2023-01-05 02:31:00,2023,1,1,Thursday,Depot especes,PEA,Credit,Complete,Lille-Grand-Place,1031.26,EUR,1.0,1031.26,1031.26,641.0,Medium,Standard,335.2,False
TXN001695,CLI0072,2024-01-13 21:17:00,2024,1,1,Saturday,Virement international,Credit Auto,Debit,Complete,Marseille-Vieux-Port,-5965.17,EUR,1.0,-5965.17,-5965.17,606.0,Medium,Standard,42222.66,True
TXN000489,CLI0028,2022-07-31 01:04:00,2022,7,3,Sunday,Interets,Credit Auto,Credit,Complete,Lyon-Part-Dieu,257.72,USD,1.08,238.63,238.63,667.0,Medium,Standard,24935.3,False
TXN001796,CLI0035,2024-08-31 04:48:00,2024,8,3,Saturday,Virement,Assurance Vie,Debit,Complete,Lyon-Part-Dieu,-1871.16,EUR,1.0,-1871.16,-1871.16,600.0,Medium,Standard,21949.85,False
TXN001112,CLI0103,2024-02-19 18:52:00,2024,2,1,Monday,Retrait DAB,Livret A,Credit,Complete,Paris-Centre,79.83,EUR,1.0,79.83,79.83,683.0,Medium,Standard,10560.93,False
TXN001308,CLI0024,2022-04-13 08:05:00,2022,4,2,Wednesday,Depot especes,Credit Immobilier,Debit,Complete,Lyon-Part-Dieu,-1599.5,EUR,1.0,-1599.5,-1599.5,592.0,Medium,Standard,42939.16,False
TXN001300,CLI0070,2023-05-20 13:14:00,2023,5,2,Saturday,Interets,Credit Immobilier,Credit,En attente,Nantes-Commerce,763.97,EUR,1.0,763.97,763.97,425.0,High,Risque,14045.59,False
TXN000641,CLI0034,2022-06-09 11:43:00,2022,6,2,Thursday,Interets,Compte Epargne,Credit,Complete,Bordeaux-Meriadeck,1602.45,EUR,1.0,1602.45,1602.45,457.0,High,Risque,29256.76,False
TXN001032,CLI0074,2024-10-28 17:53:00,2024,10,4,Monday,Retrait DAB,Credit Consommation,Debit,Complete,Nantes-Commerce,-376.7,EUR,1.0,-376.7,-376.7,633.0,Medium,Standard,23437.64,False
TXN000779,CLI0142,2022-04-09 05:20:00,2022,4,2,Saturday,Paiement CB,PEA,Debit,Complete,Toulouse-Capitole,-474.32,EUR,1.0,-474.32,-474.32,676.0,Medium,Standard,33922.81,False
TXN001074,CLI0038,2022-08-17 23:10:00,2022,8,3,Wednesday,Paiement CB,Credit Immobilier,Credit,En attente,Bordeaux-Meriadeck,195.9,USD,1.08,181.39,181.39,645.0,Medium,Risque,39798.1,False
TXN001978,CLI0015,2023-08-17 13:17:00,2023,8,3,Thursday,Depot especes,PEA,Debit,Complete,Lyon-Part-Dieu,-219.12,EUR,1.0,-219.12,-219.12,645.0,Medium,Standard,26567.2,False
TXN001233,CLI0016,2022-01-07 10:22:00,2022,1,1,Friday,Interets,Credit Immobilier,Debit,Complete,Bordeaux-Meriadeck,-2483.27,EUR,1.0,-2483.27,-2483.27,716.0,Low,Standard,47837.71,False
TXN000465,CLI0116,2024-07-04 06:13:00,2024,7,3,Thursday,Paiement CB,Assurance Vie,Debit,En attente,Nice-Massena,-347.13,EUR,1.0,-347.13,-347.13,620.0,Medium,Standard,46840.16,False
TXN000223,CLI0054,2023-06-27 03:05:03,2023,6,2,Tuesday,Interets,Compte Courant,Credit,Complete,Bordeaux-Meriadeck,514.97,EUR,1.0,514.97,514.97,347.0,High,Risque,42843.01,False
TXN000178,CLI0037,2024-07-21 06:33:00,2024,7,3,Sunday,Virement international,Credit Auto,Debit,Complete,Lille-Grand-Place,-3966.82,EUR,1.0,-3966.82,-3966.82,622.0,Medium,Standard,22677.11,False
TXN000895,CLI0053,2024-10-09 01:13:00,2024,10,4,Wednesday,Prelevement,Compte Epargne,Debit,Complete,Paris-Centre,-88.73,EUR,1.0,-88.73,-88.73,605.0,Medium,Standard,5316.28,False
TXN001005,CLI0132,2024-05-21 22:04:00,2024,5,2,Tuesday,Prelevement,Credit Immobilier,Credit,Complete,Bordeaux-Meriadeck,1158.27,CHF,0.97,1194.09,1194.09,663.0,Medium,Standard,6161.74,False
TXN000238,CLI0045,2023-08-27 04:11:00,2023,8,3,Sunday,Remboursement credit,Compte Epargne,Credit,Complete,Bordeaux-Meriadeck,2200.05,EUR,1.0,2200.05,2200.05,704.0,Low,Standard,38564.44,False
TXN001523,CLI0136,2023-02-10 19:47:00,2023,2,1,Friday,Interets,Credit Consommation,Debit,Complete,Paris-Centre,-2202.56,CHF,0.97,-2270.68,-2270.68,590.0,Medium,Standard,16931.93,False
TXN000959,CLI0004,2023-10-20 08:54:00,2023,10,4,Friday,Prelevement,Credit Auto,Debit,Complete,Bordeaux-Meriadeck,-577.41,EUR,1.0,-577.41,-577.41,586.0,Medium,Standard,1946.49,False
TXN000286,CLI0092,2023-07-04 23:05:00,2023,7,3,Tuesday,Interets,Livret A,Debit,Complete,Nantes-Commerce,-1149.24,MAD,10.85,-105.92,-105.92,645.0,Medium,Standard,48119.27,False
TXN001295,CLI0150,2024-05-11 06:17:00,2024,5,2,Saturday,Paiement CB,Credit Auto,Debit,Complete,Nantes-Commerce,-44.48,EUR,1.0,-44.48,-44.48,648.0,Medium,Standard,23870.77,False
TXN000029,CLI0098,2024-09-26 17:02:00,2024,9,3,Thursday,Virement international,Assurance Vie,Debit,Rejete,Bordeaux-Meriadeck,-5016.18,EUR,1.0,-5016.18,-5016.18,580.0,Medium,Standard,37363.64,False
TXN000639,CLI0149,2023-08-06 21:50:00,2023,8,3,Sunday,Retrait DAB,Credit Immobilier,Credit,Complete,Nice-Massena,411.24,EUR,1.0,411.24,411.24,575.0,High,Risque,26031.37,False
TXN001537,CLI0024,2024-11-23 01:34:00,2024,11,4,Saturday,Interets,PEA,Debit,Complete,Lyon-Part-Dieu,-88.73,EUR,1.0,-88.73,-88.73,592.0,Medium,Standard,7491.79,False
TXN000569,CLI0020,2022-04-08 09:36:00,2022,4,2,Friday,Retrait DAB,Livret A,Debit,Complete,Bordeaux-Meriadeck,-212.97,EUR,1.0,-212.97,-212.97,660.0,Medium,Standard,28951.84,False
TXN001912,CLI0103,2024-12-17 13:00:00,2024,12,4,Tuesday,Virement,Credit Immobilier,Debit,Complete,Paris-Centre,-2480.2,EUR,1.0,-2480.2,-2480.2,683.0,Medium,Standard,36526.04,False
TXN000563,CLI0126,2022-11-17 16:03:00,2022,11,4,Thursday,Interets,Compte Epargne,Debit,Complete,Bordeaux-Meriadeck,-1204.59,EUR,1.0,-1204.59,-1204.59,514.0,High,Risque,17702.91,False
TXN001436,CLI0144,2024-12-10 08:18:00,2024,12,4,Tuesday,Depot especes,Credit Consommation,Debit,Complete,Paris-Centre,-2261.51,EUR,1.0,-2261.51,-2261.51,361.0,High,Risque,27771.08,False
TXN001708,CLI0144,2024-10-06 21:50:00,2024,10,4,Sunday,Depot especes,Assurance Vie,Debit,Complete,Paris-Centre,-2533.35,USD,1.08,-2345.69,-2345.69,361.0,High,Risque,12987.71,False
TXN001931,CLI0040,2024-05-19 03:20:00,2024,5,2,Sunday,Interets,PEA,Credit,Complete,Nice-Massena,1443.75,EUR,1.0,1443.75,1443.75,645.0,Medium,Risque,45728.26,False
TXN001803,CLI0139,2022-03-26 10:30:00,2022,3,1,Saturday,Retrait DAB,Credit Consommation,Credit,Complete,Marseille-Vieux-Port,166.46,GBP,0.86,193.56,193.56,674.0,Medium,Standard,36870.98,False
TXN000333,CLI0083,2024-12-03 20:53:00,2024,12,4,Tuesday,Prelevement,Credit Immobilier,Credit,Complete,Lyon-Part-Dieu,856.81,USD,1.08,793.34,793.34,643.0,Medium,Standard,18988.07,False
TXN001690,CLI0096,2024-07-03 05:07:00,2024,7,3,Wednesday,Remboursement credit,Credit Auto,Debit,Complete,Lyon-Part-Dieu,-2567.67,EUR,1.0,-2567.67,-2567.67,710.0,Low,Standard,13881.58,False
TXN001179,CLI0062,2024-03-09 07:23:00,2024,3,1,Saturday,Virement international,Credit Immobilier,Debit,Complete,Toulouse-Capitole,-7357.15,MAD,10.85,-678.08,-678.08,640.0,Medium,Standard,12384.04,True
TXN001655,CLI0034,2022-08-05 14:34:00,2022,8,3,Friday,Remboursement credit,Credit Immobilier,Credit,Complete,Bordeaux-Meriadeck,801.57,EUR,1.0,801.57,801.57,457.0,High,Risque,28676.84,False
TXN001090,CLI0047,2024-11-09 15:31:00,2024,11,4,Saturday,Interets,Compte Epargne,Debit,Complete,Lyon-Part-Dieu,-531.24,EUR,1.0,-531.24,-531.24,397.0,High,Risque,4818.94,False
TXN001015,CLI0001,2022-04-17 04:32:00,2022,4,2,Sunday,Virement international,Credit Auto,Debit,Complete,Lille-Grand-Place,-6496.43,EUR,1.0,-6496.43,-6496.43,586.0,Medium,Standard,25068.72,True
TXN001491,CLI0136,2024-12-08 15:35:00,2024,12,4,Sunday,Prelevement,Credit Immobilier,Credit,Complete,Paris-Centre,227.42,USD,1.08,210.57,210.57,590.0,Medium,Standard,435.65,False
TXN000417,CLI0118,2024-12-20 09:21:00,2024,12,4,Friday,Virement,Compte Courant,Credit,Complete,Lille-Grand-Place,1495.3,EUR,1.0,1495.3,1495.3,641.0,Medium,Standard,17660.46,False
TXN000839,CLI0146,2024-09-17 01:03:00,2024,9,3,Tuesday,Virement,Compte Courant,Credit,Rejete,Toulouse-Capitole,978.01,EUR,1.0,978.01,978.01,583.0,Medium,Standard,37608.8,False
TXN000145,CLI0127,2024-02-20 16:20:00,2024,2,1,Tuesday,Virement,Assurance Vie,Debit,Complete,Inconnue,-2104.11,MAD,10.85,-193.93,-193.93,691.0,Medium,Standard,37745.36,False
TXN001073,CLI0016,2022-03-23 11:25:00,2022,3,1,Wednesday,Paiement CB,Credit Auto,Debit,Complete,Bordeaux-Meriadeck,-363.98,GBP,0.86,-423.23,-423.23,716.0,Low,Standard,6290.44,False
TXN000758,CLI0032,2024-09-06 20:53:00,2024,9,3,Friday,Paiement CB,Compte Epargne,Debit,Complete,Paris-Centre,-123.54,MAD,10.85,-11.39,-11.39,621.0,Medium,Standard,40529.49,False
TXN000919,CLI0081,2024-05-25 14:26:00,2024,5,2,Saturday,Virement international,Compte Courant,Debit,Rejete,Inconnue,-7699.29,EUR,1.0,-7699.29,-7699.29,617.0,Medium,Standard,21103.84,True
TXN000737,CLI0099,2022-06-14 16:58:00,2022,6,2,Tuesday,Remboursement credit,Compte Epargne,Debit,Complete,Nantes-Commerce,-607.03,USD,1.08,-562.06,-562.06,664.0,Medium,Standard,15180.76,False
TXN000142,CLI0009,2022-04-10 07:47:00,2022,4,2,Sunday,Interets,Credit Consommation,Debit,Complete,Nice-Massena,-180.5,EUR,1.0,-180.5,-180.5,591.0,Medium,Standard,38825.57,False
TXN000968,CLI0136,2024-12-10 16:28:00,2024,12,4,Tuesday,Virement,Assurance Vie,Debit,En attente,Paris-Centre,-984.97,EUR,1.0,-984.97,-984.97,590.0,Medium,Standard,16501.36,False
TXN001925,CLI0063,2022-10-18 02:20:00,2022,10,4,Tuesday,Virement international,Compte Epargne,Debit,En attente,Paris-Centre,-628.37,USD,1.08,-581.82,-581.82,426.0,High,Risque,41190.23,False
TXN000821,CLI0007,2022-10-29 11:41:00,2022,10,4,Saturday,Retrait DAB,Compte Epargne,Credit,Complete,Nantes-Commerce,157.69,EUR,1.0,157.69,157.69,635.0,Medium,Standard,35771.07,False
TXN000725,CLI0072,2022-03-23 16:50:00,2022,3,1,Wednesday,Virement international,Assurance Vie,Credit,Complete,Marseille-Vieux-Port,7825.03,EUR,1.0,7825.03,7825.03,606.0,Medium,Standard,11527.6,True
TXN001995,CLI0127,2023-01-10 01:56:00,2023,1,1,Tuesday,Retrait DAB,Credit Auto,Credit,Complete,Nice-Massena,100.98,EUR,1.0,100.98,100.98,691.0,Medium,Standard,38597.63,False
TXN001216,CLI0127,2022-05-06 14:11:00,2022,5,2,Friday,Depot especes,Credit Consommation,Debit,Complete,Nice-Massena,-1547.37,EUR,1.0,-1547.37,-1547.37,691.0,Medium,Standard,43921.01,False
TXN001787,CLI0099,2024-09-17 13:57:00,2024,9,3,Tuesday,Retrait DAB,Livret A,Debit,En attente,Nantes-Commerce,-378.55,EUR,1.0,-378.55,-378.55,645.0,Medium,Standard,48177.41,False
TXN001950,CLI0048,2024-04-26 18:50:00,2024,4,2,Friday,Virement,Assurance Vie,Debit,Complete,Toulouse-Capitole,-1671.3,CHF,0.97,-1722.99,-1722.99,670.0,Medium,Standard,19936.28,False
TXN000909,CLI0006,2023-03-28 21:09:00,2023,3,1,Tuesday,Depot especes,Compte Epargne,Debit,Complete,Toulouse-Capitole,-1103.72,MAD,10.85,-101.73,-101.73,620.0,Medium,Standard,37243.82,False
TXN000043,CLI0138,2024-01-30 21:47:00,2024,1,1,Tuesday,Depot especes,Credit Immobilier,Debit,En attente,Bordeaux-Meriadeck,0.0,EUR,1.0,-2104.63,0.0,749.0,Low,Premium,32780.6,False
TXN001125,CLI0013,2022-01-30 04:40:00,2022,1,1,Sunday,Retrait DAB,Credit Immobilier,Credit,Complete,Toulouse-Capitole,36.37,MAD,10.85,3.35,3.35,351.0,High,Risque,684.45,False
TXN000268,CLI0137,2024-01-05 16:19:00,2024,1,1,Friday,Interets,Credit Immobilier,Credit,Complete,Marseille-Vieux-Port,2543.99,CHF,0.97,2622.67,2622.67,725.0,Low,Premium,23591.97,False
TXN000954,CLI0099,2024-02-23 12:28:00,2024,2,1,Friday,Interets,Credit Immobilier,Debit,Complete,Nantes-Commerce,-181.03,EUR,1.0,-181.03,-181.03,664.0,Medium,Standard,26671.35,False
TXN000274,CLI0110,2024-09-04 12:00:00,2024,9,3,Wednesday,Remboursement credit,PEA,Debit,Rejete,Toulouse-Capitole,-161.29,EUR,1.0,-161.29,-161.29,629.0,Medium,Standard,44611.12,False
TXN001841,CLI0103,2024-12-23 15:13:00,2024,12,4,Monday,Prelevement,Credit Auto,Debit,Complete,Paris-Centre,-1168.39,CHF,0.97,-1204.53,-1204.53,683.0,Medium,Standard,34541.34,False
TXN001689,CLI0138,2023-09-20 16:05:00,2023,9,3,Wednesday,Virement,Compte Epargne,Debit,Complete,Bordeaux-Meriadeck,-2453.56,EUR,1.0,-2453.56,-2453.56,645.0,Medium,Premium,16222.52,False
TXN000488,CLI0046,2023-02-15 19:25:00,2023,2,1,Wednesday,Interets,Credit Immobilier,Debit,Complete,Inconnue,-576.4,EUR,1.0,-576.4,-576.4,841.0,Low,Premium,21619.55,False
TXN000501,CLI0113,2022-03-25 04:06:00,2022,3,1,Friday,Retrait DAB,Compte Epargne,Credit,Complete,Lyon-Part-Dieu,399.71,CHF,0.97,412.07,412.07,643.0,Medium,Standard,879.95,False
TXN000727,CLI0083,2022-01-13 02:55:00,2022,1,1,Thursday,Depot especes,Compte Courant,Credit,Complete,Lyon-Part-Dieu,1500.34,EUR,1.0,1500.34,1500.34,643.0,Medium,Standard,7162.45,False
TXN000858,CLI0105,2022-01-08 14:53:00,2022,1,1,Saturday,Paiement CB,Livret A,Credit,Complete,Nice-Massena,431.49,EUR,1.0,431.49,431.49,645.0,Medium,Standard,37310.81,False
TXN001626,CLI0072,2024-09-21 16:41:00,2024,9,3,Saturday,Virement,Credit Immobilier,Credit,Complete,Marseille-Vieux-Port,2838.69,EUR,1.0,2838.69,2838.69,606.0,Medium,Standard,13164.7,False
TXN000944,CLI0010,2024-05-02 19:47:00,2024,5,2,Thursday,Virement international,Credit Auto,Debit,En attente,Lyon-Part-Dieu,-4976.97,MAD,10.85,-458.71,-458.71,816.0,Low,Premium,13598.37,False
TXN001089,CLI0077,2023-05-25 10:17:00,2023,5,2,Thursday,Paiement CB,Credit Auto,Debit,Complete,Paris-Centre,-345.36,GBP,0.86,-401.58,-401.58,322.0,High,Risque,37854.95,False
TXN001992,CLI0100,2023-08-13 03:58:00,2023,8,3,Sunday,Virement international,Credit Auto,Debit,Complete,Lille-Grand-Place,-6041.15,EUR,1.0,-6041.15,-6041.15,656.0,Medium,Standard,44748.51,True
TXN001785,CLI0042,2022-12-17 21:49:00,2022,12,4,Saturday,Remboursement credit,Compte Courant,Credit,Complete,Bordeaux-Meriadeck,1715.44,GBP,0.86,1994.7,1994.7,638.0,Medium,Standard,26745.7,False
TXN001541,CLI0065,2022-09-04 17:00:00,2022,9,3,Sunday,Interets,Credit Consommation,Credit,Complete,Bordeaux-Meriadeck,1034.6,EUR,1.0,1034.6,1034.6,645.0,Medium,Standard,7913.57,False
TXN001194,CLI0139,2022-09-14 20:22:00,2022,9,3,Wednesday,Retrait DAB,Compte Epargne,Debit,Complete,Marseille-Vieux-Port,-119.89,MAD,10.85,-11.05,-11.05,674.0,Medium,Standard,22670.36,False
TXN000173,CLI0054,2022-05-22 13:43:00,2022,5,2,Sunday,Interets,Credit Consommation,Credit,Complete,Bordeaux-Meriadeck,1522.94,USD,1.08,1410.13,1410.13,347.0,High,Risque,7791.75,False
TXN001127,CLI0068,2023-07-27 20:49:00,2023,7,3,Thursday,Interets,Credit Immobilier,Debit,Complete,Lyon-Part-Dieu,-1567.75,EUR,1.0,-1567.75,-1567.75,605.0,Medium,Standard,40368.73,False
TXN001949,CLI0148,2022-12-26 03:53:00,2022,12,4,Monday,Retrait DAB,Credit Consommation,Credit,Complete,Lille-Grand-Place,223.92,EUR,1.0,223.92,223.92,713.0,Low,Standard,40342.93,False
TXN001342,CLI0019,2023-10-18 18:15:00,2023,10,4,Wednesday,Paiement CB,Livret A,Debit,En attente,Lille-Grand-Place,-364.95,USD,1.08,-337.92,-337.92,505.0,High,Risque,33446.64,False
TXN000542,CLI0132,2023-01-11 03:38:00,2023,1,1,Wednesday,Retrait DAB,PEA,Debit,Complete,Bordeaux-Meriadeck,-381.26,USD,1.08,-353.02,-353.02,663.0,Medium,Standard,34279.86,False
TXN000462,CLI0111,2023-12-02 17:44:00,2023,12,4,Saturday,Remboursement credit,Livret A,Credit,Complete,Paris-Centre,746.66,EUR,1.0,746.66,746.66,617.0,Medium,Standard,35624.25,False
TXN001834,CLI0047,2023-03-06 16:32:00,2023,3,1,Monday,Retrait DAB,Livret A,Debit,Complete,Lyon-Part-Dieu,-200000.0,EUR,1.0,-184.03,-200000.0,397.0,High,Risque,28948.3,True
TXN001986,CLI0060,2022-06-22 18:14:00,2022,6,2,Wednesday,Prelevement,Credit Immobilier,Credit,Complete,Marseille-Vieux-Port,774.55,EUR,1.0,774.55,774.55,842.0,Low,Premium,14964.14,False
TXN001340,CLI0131,2024-04-01 13:51:00,2024,4,2,Monday,Paiement CB,Assurance Vie,Credit,Complete,Marseille-Vieux-Port,466.64,EUR,1.0,466.64,466.64,838.0,Low,Premium,10606.31,False
TXN000952,CLI0036,2023-03-08 03:23:00,2023,3,1,Wednesday,Retrait DAB,Compte Courant,Credit,Rejete,Marseille-Vieux-Port,367.96,EUR,1.0,367.96,367.96,572.0,High,Risque,34947.26,False
TXN000798,CLI0047,2022-11-01 07:07:00,2022,11,4,Tuesday,Retrait DAB,Credit Consommation,Debit,En attente,Lyon-Part-Dieu,-83.5,MAD,10.85,-7.7,-7.7,397.0,High,Risque,21372.52,False
TXN001532,CLI0059,2023-07-31 16:41:00,2023,7,3,Monday,Depot especes,PEA,Debit,Complete,Paris-Centre,-2838.2,EUR,1.0,-2838.2,-2838.2,594.0,Medium,Standard,43216.35,False
TXN001081,CLI0058,2022-09-02 20:12:00,2022,9,3,Friday,Depot especes,Compte Courant,Debit,Complete,Marseille-Vieux-Port,-1101.68,EUR,1.0,-1101.68,-1101.68,704.0,Low,Standard,42302.72,False
TXN001596,CLI0038,2023-04-15 10:54:00,2023,4,2,Saturday,Paiement CB,Compte Courant,Debit,Complete,Bordeaux-Meriadeck,-130.17,EUR,1.0,-130.17,-130.17,645.0,Medium,Risque,43174.82,False
TXN000492,CLI0092,2024-03-31 01:40:00,2024,3,1,Sunday,Virement international,PEA,Credit,Complete,Nantes-Commerce,7976.72,USD,1.08,7385.85,7385.85,717.0,Low,Standard,48050.18,True
TXN000588,CLI0082,2022-10-01 08:11:00,2022,10,4,Saturday,Interets,Assurance Vie,Credit,Complete,Paris-Centre,2078.03,EUR,1.0,2078.03,2078.03,645.0,Medium,Premium,20783.37,False
TXN000124,CLI0036,2023-05-06 07:03:00,2023,5,2,Saturday,Prelevement,Credit Consommation,Debit,Complete,Marseille-Vieux-Port,-2026.01,EUR,1.0,-2026.01,-2026.01,572.0,High,Standard,20723.74,False
TXN001572,CLI0101,2024-05-14 19:42:00,2024,5,2,Tuesday,Remboursement credit,Credit Consommation,Credit,Complete,Marseille-Vieux-Port,1638.29,CHF,0.97,1688.96,1688.96,655.0,Medium,Standard,29130.3,False
TXN001648,CLI0004,2022-08-31 00:17:00,2022,8,3,Wednesday,Retrait DAB,Credit Consommation,Credit,Complete,Bordeaux-Meriadeck,187.14,USD,1.08,173.28,173.28,645.0,Medium,Standard,25373.47,False
TXN000250,CLI0134,2024-08-30 18:56:00,2024,8,3,Friday,Remboursement credit,Compte Epargne,Debit,En attente,Nice-Massena,-745.14,MAD,10.85,-68.68,-68.68,600.0,Medium,Standard,35743.85,False
TXN001859,CLI0062,2024-09-15 22:39:00,2024,9,3,Sunday,Prelevement,Credit Immobilier,Credit,Complete,Toulouse-Capitole,963.22,EUR,1.0,963.22,963.22,640.0,Medium,Standard,13924.69,False
TXN001428,CLI0101,2023-12-10 04:56:00,2023,12,4,Sunday,Virement international,Livret A,Debit,Complete,Marseille-Vieux-Port,-651.97,EUR,1.0,-651.97,-651.97,655.0,Medium,Standard,43555.0,False
TXN001080,CLI0125,2024-09-14 05:30:00,2024,9,3,Saturday,Depot especes,Livret A,Debit,Complete,Lille-Grand-Place,-2696.54,GBP,0.86,-3135.51,-3135.51,810.0,Low,Premium,15534.48,False
TXN000107,CLI0016,2024-09-18 14:13:00,2024,9,3,Wednesday,Depot especes,PEA,Debit,Complete,Bordeaux-Meriadeck,-1053.57,EUR,1.0,-1053.57,-1053.57,716.0,Low,Standard,43052.79,False
TXN001191,CLI0122,2024-03-03 14:58:00,2024,3,1,Sunday,Remboursement credit,Assurance Vie,Credit,Complete,Nantes-Commerce,2256.8,EUR,1.0,2256.8,2256.8,824.0,Low,Premium,49400.08,False
TXN001985,CLI0088,2024-01-10 13:12:00,2024,1,1,Wednesday,Virement,Assurance Vie,Debit,Complete,Bordeaux-Meriadeck,-596.08,MAD,10.85,-54.94,-54.94,413.0,High,Risque,1036.28,False
TXN001907,CLI0065,2023-06-10 18:50:00,2023,6,2,Saturday,Virement international,Assurance Vie,Credit,Complete,Bordeaux-Meriadeck,1542.13,EUR,1.0,1542.13,1542.13,660.0,Medium,Standard,32176.62,False
TXN000615,CLI0123,2024-09-23 09:39:00,2024,9,3,Monday,Interets,Compte Epargne,Credit,Complete,Bordeaux-Meriadeck,2448.74,USD,1.08,2267.35,2267.35,595.0,Medium,Standard,4472.99,False
TXN001777,CLI0001,2022-12-30 18:59:00,2022,12,4,Friday,Virement,Credit Auto,Credit,Complete,Lille-Grand-Place,1532.3,USD,1.08,1418.8,1418.8,586.0,Medium,Standard,24074.03,False
TXN000155,CLI0060,2022-01-19 06:32:00,2022,1,1,Wednesday,Prelevement,Credit Auto,Debit,Complete,Marseille-Vieux-Port,-1395.23,USD,1.08,-1291.88,-1291.88,842.0,Low,Premium,885.02,False
TXN001017,CLI0055,2023-07-23 22:09:00,2023,7,3,Sunday,Depot especes,Credit Auto,Credit,Complete,Bordeaux-Meriadeck,2527.63,CHF,0.97,2605.8,2605.8,703.0,Low,Standard,12601.9,False
TXN000781,CLI0069,2024-01-29 22:49:00,2024,1,1,Monday,Virement,Credit Auto,Credit,Complete,Marseille-Vieux-Port,784.88,CHF,0.97,809.15,809.15,647.0,Medium,Standard,49313.69,False
TXN001075,CLI0054,2022-06-01 14:57:00,2022,6,2,Wednesday,Paiement CB,Assurance Vie,Credit,Complete,Bordeaux-Meriadeck,0.0,EUR,1.0,360.36,0.0,347.0,High,Risque,34490.79,False
TXN000638,CLI0130,2022-09-13 14:19:00,2022,9,3,Tuesday,Virement international,PEA,Debit,Rejete,Lyon-Part-Dieu,-200000.0,EUR,1.0,-4665.0,-200000.0,586.0,Medium,Standard,40288.84,True
TXN001043,CLI0007,2022-12-31 07:23:00,2022,12,4,Saturday,Retrait DAB,Compte Courant,Debit,Complete,Nantes-Commerce,-193.89,CHF,0.97,-199.89,-199.89,635.0,Medium,Standard,37609.05,False
TXN001211,CLI0109,2022-09-29 11:46:00,2022,9,3,Thursday,Remboursement credit,Assurance Vie,Debit,Complete,Lyon-Part-Dieu,-821.68,USD,1.08,-760.81,-760.81,645.0,Medium,Standard,45676.53,False
TXN000311,CLI0092,2023-10-13 16:14:00,2023,10,4,Friday,Prelevement,Credit Immobilier,Debit,Complete,Nantes-Commerce,-2873.11,USD,1.08,-2660.29,-2660.29,717.0,Low,Standard,26898.09,False
